13611,Mookie Betts,OF,586,7.779422633864009,9.3,4.7,Benji
5361,Freddie Freeman,1B,606,6.904904266697987,8.0,4.5,Jesse
18401,Ronald Acuña Jr.,OF,616,6.740804473035566,7.7,4.7,Nick
19755,Shohei Ohtani,P,585,6.549725709888435,7.8,4.8,Alden
13624,Corey Seager,SS,411,5.406138270721452,9.2,2.0,Alden
23697,Julio Rodríguez,OF,584,5.336329410639024,6.4,1.8,Graham
20043,Luis Robert Jr.,OF,528,5.232968264308492,6.9,1.5,Alden
12916,Francisco Lindor,SS,568,5.18150908080751,6.4,1.0,Sid
25764,Bobby Witt Jr.,3B,576,5.037323753155176,6.1,0.9,Nick
25764,Bobby Witt Jr.,SS,576,5.037323753155176,6.1,0.9,Nick
25878,Corbin Carroll,OF,528,4.921508859685063,6.5,3.3,Benji
12533,Marcus Semien,2B,622,4.72573096361488,5.3,0.1,Alden
12533,Marcus Semien,SS,622,4.72573096361488,5.3,0.1,Alden
27506,Ha-Seong Kim,3B,522,4.639177193155616,6.2,1.2,Jesse
27506,Ha-Seong Kim,SS,522,4.639177193155616,6.2,1.2,Jesse
14344,Matt Olson,1B,596,4.618856412050286,5.4,2.3,Sid
23667,Wander Franco,SS,491,4.559401822463887,6.5,0.4,Graham
19352,Sean Murphy,C,383,4.445573259298945,8.1,0.1,Graham
13510,José Ramírez,3B,566,4.35450911847257,5.4,1.3,Nick
18345,Kyle Tucker,OF,563,4.289709846944617,5.3,2.4,Jesse
18360,Austin Riley,3B,593,4.204894046400239,5.0,0.6,Sid
19287,Adolis García,OF,558,4.134030096776747,5.2,0.8,Nick
20503,William Contreras,C,479,4.126114664872456,6.0,-0.5,Graham
19709,Fernando Tatis Jr.,DH,522,4.04434669164207,5.4,0.5,Reuben
20123,Juan Soto,OF,591,4.026289802245319,4.8,1.1,Benji
20036,Isaac Paredes,1B,466,4.019642396941093,6.0,1.4,Reuben
20036,Isaac Paredes,2B,466,4.019642396941093,6.0,1.4,Reuben
20036,Isaac Paredes,3B,466,4.019642396941093,6.0,1.4,Reuben
11477,Christian Yelich,OF,568,3.896085194203188,4.8,1.5,Jesse
26294,Bryson Stott,2B,532,3.89031641121273,5.1,0.3,
