"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Ty France","SEA","87","388","13","39","52","0","6.2%","14.4%",".169",".336",".308",".380",".477",".372",".343","150","-1.2","20.9","-8.0","2.6","17982"
"Jazz Chisholm Jr.","MIA","60","241","14","39","45","12","8.7%","27.4%",".282",".294",".254",".325",".535",".365",".345","140","3.1","14.4","2.5","2.6","20454"
"Jonah Heim","TEX","82","302","13","43","38","2","8.6%","20.5%",".201",".289",".259",".321",".460",".338",".296","122","-0.1","7.5","7.9","2.6","16930"
"Kyle Tucker","HOU","99","403","19","44","67","16","11.7%","16.1%",".207",".244",".241",".328",".448",".337",".366","123","1.9","12.3","-0.1","2.6","18345"
"Matt Chapman","TOR","98","385","20","56","57","1","9.4%","26.8%",".229",".285",".243",".322",".472",".343",".352","121","1.4","10.7","1.6","2.6","16505"
"Matt Carpenter","NYY","43","139","15","28","36","0","12.9%","23.7%",".470",".328",".322",".435",".791",".505",".377","239","-0.3","21.6","-1.7","2.5","8090"
"Eugenio Suarez","SEA","105","445","18","49","57","0","11.9%","31.9%",".195",".317",".234",".333",".430",".334",".335","124","-2.2","9.6","0.4","2.5","12552"
"Jeremy Pena","HOU","84","344","15","44","38","6","4.9%","24.7%",".186",".294",".252",".297",".438",".318",".312","110","1.1","4.8","8.3","2.5","21636"
"Josh Bell","- - -","104","441","14","54","57","0","11.6%","14.1%",".191",".322",".300",".385",".491",".376",".368","142","-6.0","15.6","-6.8","2.5","13145"
"Tim Anderson","CHW","76","338","6","50","25","13","4.1%","14.5%",".097",".356",".313",".352",".411",".335",".351","120","3.7","11.4","1.8","2.5","15172"
"Taylor Ward","LAA","80","335","13","48","35","3","12.5%","24.2%",".187",".337",".273",".370",".460",".364",".353","139","1.0","15.8","-2.9","2.5","17548"
"George Springer","TOR","88","381","18","58","47","10","9.2%","18.9%",".216",".266",".251",".330",".467",".344",".329","122","3.8","13.2","-2.2","2.4","12856"
"Ke'Bryan Hayes","PIT","95","402","5","41","32","11","9.2%","21.4%",".105",".310",".247",".321",".352",".300",".308","93","1.5","-1.9","11.1","2.4","18577"
"Adley Rutschman","BAL","58","235","5","35","19","1","11.9%","17.9%",".193",".295",".252",".353",".446",".350",".340","128","2.7","10.0","5.5","2.4","26288"
"Ha-seong Kim","SDP","97","369","6","41","37","7","9.8%","18.2%",".123",".294",".249",".331",".372",".312",".315","104","0.0","1.7","8.5","2.4","27506"
"Yandy Diaz","TBR","93","382","5","45","33","1","14.1%","10.7%",".112",".314",".286",".395",".398",".356",".354","139","-4.7","12.3","-1.7","2.4","16578"
"Marcus Semien","TEX","103","463","15","57","51","19","7.3%","15.8%",".164",".254",".240",".298",".405",".306",".298","100","6.5","6.2","1.6","2.3","12533"
"Ian Happ","CHC","100","412","9","45","46","6","10.2%","22.6%",".155",".346",".276",".357",".431",".343",".321","120","0.2","9.8","-1.4","2.3","17919"
"Adolis Garcia","TEX","100","426","18","57","64","15","6.1%","28.6%",".208",".302",".244",".291",".452",".318",".325","108","3.8","7.8","1.2","2.3","19287"
"Starling Marte","NYM","87","380","11","59","48","12","4.7%","19.5%",".169",".353",".299",".347",".469",".355",".329","135","2.0","17.8","-8.6","2.3","9241"
"Amed Rosario","CLE","98","427","6","57","41","10","4.7%","15.0%",".122",".334",".293",".328",".414",".323",".312","111","1.8","7.0","1.6","2.3","15518"
"Daulton Varsho","ARI","95","380","14","47","49","7","8.2%","23.9%",".180",".283",".239",".310",".419",".318",".319","102","1.3","2.2","6.7","2.3","19918"
"Anthony Rizzo","NYY","98","415","27","64","66","6","11.6%","16.9%",".284",".206",".227",".347",".511",".367",".367","142","-1.8","18.1","-9.4","2.3","3473"
"Luis Robert","CHW","74","323","12","48","54","11","4.0%","19.2%",".160",".343",".301",".334",".461",".344",".328","126","4.2","13.8","-2.8","2.2","20043"
"Michael Harris II","ATL","58","219","9","35","30","11","3.7%","25.1%",".198",".343",".280",".320",".478",".345",".324","120","3.8","8.9","4.8","2.2","25931"
"Luis Arraez","MIN","93","387","6","57","34","2","9.8%","8.3%",".104",".350",".329",".398",".434",".366",".344","141","-0.8","17.1","-8.5","2.2","18568"
"Dylan Carlson","STL","84","334","7","37","33","4","7.5%","18.6%",".163",".291",".250",".317",".413",".319",".311","109","3.1","6.5","2.5","2.1","20126"
"Steven Kwan","CLE","92","385","2","51","28","9","9.4%","8.8%",".085",".322",".297",".370",".382",".334",".305","118","1.8","9.8","-1.6","2.1","24610"
"Wilmer Flores","SFG","99","387","16","55","56","0","9.0%","15.8%",".200",".262",".253",".333",".453",".341",".314","123","-1.2","9.2","-2.2","2.1","5827"
"Matt Olson","ATL","105","460","21","51","67","0","11.3%","24.6%",".243",".292",".248",".337",".491",".354",".338","126","-2.0","12.2","-7.9","2.1","14344"
"Shohei Ohtani","LAA","101","433","22","58","62","11","12.0%","22.6%",".237",".284",".253",".349",".491",".355",".390","133","0.4","16.6","-10.7","2.0","19755"
"Teoscar Hernandez","TOR","80","327","15","42","51","5","6.4%","27.2%",".220",".340",".273",".324",".493",".352",".352","128","-0.7","9.6","-0.5","2.0","13066"
"Andrew Benintendi","- - -","100","419","3","42","41","6","11.2%","13.8%",".074",".352",".305",".382",".379",".340",".334","121","-1.1","8.8","-2.6","2.0","17901"
"Jace Peterson","MIL","80","241","8","33","30","10","9.1%","25.3%",".187",".313",".252",".325",".439",".331",".312","111","2.8","6.0","5.1","2.0","12325"
"Cedric Mullins II","BAL","103","452","9","58","45","23","7.3%","16.8%",".128",".298",".260",".322",".388",".312",".297","101","2.6","3.2","1.7","2.0","17929"
"Rhys Hoskins","PHI","103","438","20","54","48","1","11.2%","25.6%",".219",".295",".247",".336",".466",".348",".345","123","-0.4","11.4","-7.4","2.0","16472"
"Bobby Witt Jr.","KCR","95","396","15","52","52","20","5.1%","23.5%",".201",".299",".255",".298",".455",".323",".312","109","4.1","7.9","-1.5","2.0","25764"
"Travis d'Arnaud","ATL","69","281","11","38","40","0","4.3%","20.3%",".183",".282",".251",".299",".433",".319",".301","102","-1.8","-1.2","10.3","2.0","7739"
"Max Kepler","MIN","85","337","9","41","39","2","12.2%","14.5%",".146",".262",".244",".344",".390",".326",".361","113","-0.3","4.7","3.5","2.0","12144"
"Josh Rojas","ARI","73","298","6","39","29","12","10.1%","19.8%",".126",".322",".268",".342",".395",".324",".305","106","6.7","8.8","-0.3","1.9","19734"
"Cal Raleigh","SEA","75","257","15","26","38","1","8.9%","30.0%",".257",".227",".204",".276",".461",".315",".306","110","-0.7","2.3","8.2","1.9","21534"
"Jon Berti","MIA","58","222","2","32","19","28","12.2%","21.2%",".104",".347",".271",".365",".375",".331",".319","117","5.6","10.1","0.9","1.9","12037"
"Christian Yelich","MIL","99","435","8","68","35","15","13.1%","23.9%",".132",".344",".263",".364",".395",".336",".342","115","4.9","12.4","-8.9","1.9","11477"
"Trevor Story","BOS","81","342","15","49","58","10","8.2%","30.7%",".202",".277",".221",".289",".423",".305",".298","93","3.3","0.7","6.8","1.9","12564"
"Christian Walker","ARI","102","422","25","47","58","0","12.1%","19.7%",".248",".185",".201",".303",".449",".325",".368","106","-0.1","3.1","0.8","1.9","13419"
"J.P. Crawford","SEA","95","404","5","46","27","3","8.9%","12.9%",".106",".292",".262",".337",".368",".314",".310","109","-0.2","3.8","1.5","1.9","15491"
"Jorge Polanco","MIN","85","367","14","45","49","3","14.7%","21.3%",".177",".271",".239",".349",".416",".338",".366","121","0.9","9.7","-3.3","1.9","13152"
"Jorge Mateo","BAL","97","345","10","41","32","26","4.9%","30.1%",".172",".286",".216",".264",".389",".283",".282","81","4.5","-3.0","10.0","1.9","17273"
"C.J. Cron","COL","103","437","22","58","72","0","6.2%","27.2%",".233",".344",".281",".333",".514",".361",".328","120","0.7","10.8","-7.8","1.9","12546"
"Thairo Estrada","SFG","90","342","9","49","41","15","5.3%","15.8%",".144",".289",".262",".316",".406",".316",".307","106","1.9","4.1","0.8","1.7","16426"
"Carlos Correa","MIN","80","347","13","45","37","0","10.4%","21.0%",".172",".308",".266",".343",".438",".341",".367","123","-4.9","4.3","1.1","1.7","14162"
"Ryan McMahon","COL","101","401","8","38","44","6","11.5%","25.9%",".132",".314",".238",".332",".370",".313",".325","87","1.9","-4.2","6.6","1.7","15112"
"Mark Canha","NYM","86","339","7","44","34","2","9.7%","18.6%",".106",".321",".270",".366",".375",".334",".308","121","0.0","8.4","-4.1","1.7","11445"
"Ketel Marte","ARI","94","388","10","52","36","4","11.1%","17.8%",".189",".294",".257",".345",".447",".344",".327","119","0.3","9.1","-6.6","1.6","13613"
"Bo Bichette","TOR","103","454","14","55","56","7","5.9%","24.7%",".155",".316",".256",".300",".412",".310",".322","97","-1.1","-2.4","3.7","1.6","19612"
"Kyle Schwarber","PHI","102","443","33","66","66","5","12.6%","30.7%",".293",".205",".202",".307",".495",".342",".377","119","-2.2","7.8","-7.5","1.6","16478"
"Gleyber Torres","NYY","94","370","16","47","46","5","6.8%","20.3%",".206",".280",".254",".309",".460",".331",".320","117","-1.6","5.6","-1.8","1.6","16997"
"Tyler Stephenson","CIN","50","183","6","24","35","1","6.6%","25.7%",".163",".409",".319",".372",".482",".370",".318","134","0.6","7.9","1.2","1.6","17988"
"Santiago Espinal","TOR","100","385","6","39","40","5","7.0%","15.3%",".110",".299",".263",".315",".374",".302",".305","92","-0.4","-3.7","6.6","1.6","19997"
"Isaac Paredes","TBR","60","220","14","31","30","0","9.1%","17.7%",".260",".193",".214",".291",".474",".329",".297","120","-0.8","4.2","3.9","1.6","20036"
"Alek Thomas","ARI","73","271","8","34","29","4","6.6%","19.6%",".157",".296",".257",".314",".414",".318",".301","102","1.8","2.5","3.3","1.6","23792"
"Harold Ramirez","TBR","78","264","4","31","35","3","6.1%","13.6%",".117",".369",".329",".379",".446",".359",".335","142","-1.7","10.8","-4.2","1.6","14387"
"Ramon Urias","BAL","74","281","11","34","36","1","6.0%","22.8%",".178",".285",".247",".296",".425",".312",".320","101","1.6","1.8","4.1","1.6","18795"
"Elvis Andrus","OAK","97","359","7","38","28","6","8.1%","15.6%",".134",".271",".240",".304",".374",".299",".278","98","1.9","1.1","2.4","1.5","8709"
"Jose Iglesias","COL","90","353","3","39","37","2","4.2%","12.7%",".100",".350",".309",".351",".409",".335",".286","102","-2.5","-1.8","4.5","1.5","10231"
"Josh Naylor","CLE","72","289","14","32","53","2","6.9%","16.3%",".224",".282",".274",".325",".498",".351",".330","130","-2.7","7.3","-1.8","1.5","18839"
"Austin Slater","SFG","84","230","5","36","24","6","12.2%","27.0%",".142",".366",".269",".370",".411",".347",".350","127","2.2","9.4","-2.7","1.5","16153"
"Chris Taylor","LAD","74","285","6","32","27","6","10.2%","35.4%",".171",".367",".238",".319",".409",".316",".282","105","2.1","3.9","0.9","1.5","13757"
"Victor Caratini","MIL","54","177","7","20","20","0","12.4%","21.5%",".176",".260",".230",".350",".405",".337",".335","116","-1.2","2.1","6.2","1.5","14968"
"Christopher Morel","CHC","64","273","9","40","29","9","9.5%","28.9%",".198",".353",".264",".338",".463",".347",".351","122","1.0","8.2","-3.3","1.5","21897"
"Leody Taveras","TEX","44","146","3","21","19","6","6.2%","26.7%",".147",".411",".309",".349",".456",".349",".275","130","1.3","6.4","3.2","1.5","18900"
"Harrison Bader","STL","72","264","5","35","21","15","4.9%","17.8%",".114",".297",".256",".303",".370",".296",".286","93","4.6","2.5","2.4","1.5","18030"
"Brendan Rodgers","COL","95","408","10","52","51","0","6.9%","16.9%",".153",".318",".282",".331",".434",".332",".320","100","-1.4","-1.4","1.2","1.4","17907"
"William Contreras","ATL","53","200","13","27","26","2","11.5%","26.5%",".271",".288",".254",".340",".525",".372",".361","138","-0.8","8.2","-1.4","1.4","20503"
"David Peralta","- - -","90","321","12","29","42","1","8.4%","24.0%",".204",".296",".249",".315",".453",".327",".320","108","-0.4","2.8","-0.2","1.4","2136"
"Anthony Santander","BAL","97","412","19","48","59","0","8.5%","18.4%",".198",".277",".259",".340",".457",".347",".347","126","-0.5","11.5","-10.9","1.4","14551"
"Dylan Moore","SEA","75","185","5","25","16","11","14.1%","30.3%",".170",".276",".197",".350",".367",".324",".319","116","1.9","5.3","2.4","1.4","18042"
"Giancarlo Stanton","NYY","80","328","24","40","61","0","10.7%","28.4%",".270",".240",".228",".309",".498",".344",".374","126","-2.1","7.6","-4.8","1.4","4949"
"Bryan Reynolds","PIT","88","365","16","43","33","3","9.9%","23.0%",".202",".295",".255",".337",".457",".344",".323","122","-1.7","7.8","-7.3","1.4","19326"
"Ramon Laureano","OAK","75","305","11","42","23","10","8.2%","25.6%",".176",".273",".224",".308",".401",".313",".328","108","2.7","5.4","-2.1","1.4","17128"
"Omar Narvaez","MIL","60","216","4","17","18","0","10.2%","19.9%",".126",".285",".237",".324",".363",".305",".282","94","-0.4","-2.0","7.5","1.3","13338"
"Manuel Margot","TBR","51","200","3","21","27","5","8.5%","17.5%",".121",".361",".302",".365",".423",".346",".326","132","1.6","8.8","-2.3","1.3","14712"
"Austin Hays","BAL","96","398","12","49","47","2","5.8%","19.6%",".170",".297",".258",".317",".429",".325",".315","110","1.0","5.7","-5.4","1.3","19363"
"Brendan Donovan","STL","76","284","2","31","30","2","13.0%","18.3%",".093",".348",".280",".394",".373",".346",".324","127","-2.2","6.9","-3.8","1.3","24679"
"Luis Guillorme","NYM","76","253","2","28","13","1","10.7%","13.4%",".085",".330",".286",".363",".371",".327",".308","116","-3.9","0.9","3.2","1.3","16451"
"Justin Turner","LAD","86","355","8","42","54","1","9.9%","16.6%",".148",".288",".257",".332",".405",".322",".321","110","-1.4","2.6","-2.0","1.3","5235"
"Ji-Man Choi","TBR","76","299","8","27","46","0","13.4%","28.1%",".156",".341",".254",".351",".410",".333",".334","123","-0.3","7.4","-4.1","1.3","5452"
"Michael A. Taylor","KCR","77","282","6","31","28","1","9.6%","24.5%",".112",".354",".275",".345",".386",".324",".307","110","0.6","3.6","0.2","1.3","11489"
"Michael Brantley","HOU","64","277","5","28","26","1","11.2%","10.8%",".128",".311",".288",".370",".416",".345",".374","129","-0.7","8.3","-4.3","1.3","4106"
"Aaron Hicks","NYY","93","332","6","39","31","9","14.8%","22.0%",".097",".280",".223",".344",".320",".302",".311","97","1.5","0.3","1.8","1.3","5297"
"Patrick Wisdom","CHC","98","398","19","51","50","6","10.8%","33.2%",".227",".298",".224",".317",".451",".334",".306","114","-1.0","5.3","-6.5","1.3","13602"
"Myles Straw","CLE","101","411","0","53","20","13","10.2%","14.8%",".058",".255",".214",".295",".272",".260",".281","66","3.8","-12.1","11.4","1.3","17620"
"Mike Yastrzemski","SFG","93","347","9","44","38","3","11.5%","22.8%",".164",".270",".224",".320",".388",".313",".323","104","1.6","3.0","-2.6","1.3","14854"
"Ronald Acuna Jr.","ATL","69","315","8","41","24","22","10.8%","23.2%",".130",".319",".257",".356",".387",".331",".368","110","4.1","7.9","-6.5","1.3","18401"
"Trey Mancini","- - -","94","406","11","40","43","0","8.6%","21.7%",".142",".323",".267",".345",".409",".331",".347","115","-1.0","5.7","-6.5","1.3","15149"
"Trent Grisham","SDP","103","392","13","44","41","4","11.0%","24.2%",".169",".234",".199",".294",".368",".294",".309","91","4.0","-0.1","-1.3","1.3","18564"
"Garrett Cooper","MIA","85","341","7","28","42","0","7.9%","25.2%",".149",".360",".278",".346",".427",".338",".342","122","-2.2","6.5","-6.2","1.2","15279"
"Hunter Renfroe","MIL","70","288","19","35","43","1","6.3%","25.0%",".261",".261",".246",".299",".508",".344",".320","120","-2.3","4.5","-2.5","1.2","15464"
"Nick Fortes","MIA","36","104","4","22","15","4","6.7%","18.3%",".194",".300",".269",".346",".462",".353",".332","132","1.5","5.4","2.8","1.2","21538"
"Lourdes Gurriel Jr.","TOR","94","375","5","45","42","3","6.4%","17.1%",".116",".368",".311",".363",".427",".346",".324","123","-3.4","6.4","-6.6","1.2","19238"
"Joey Wendle","MIA","56","207","2","15","21","7","4.8%","10.6%",".100",".290",".268",".314",".368",".300",".287","96","2.2","1.2","3.3","1.2","13853"
"Alec Bohm","PHI","96","389","7","51","41","1","4.6%","19.8%",".113",".351",".296",".326",".409",".318",".344","103","0.1","1.3","-3.1","1.2","21618"
"Wander Franco","TBR","58","247","5","34","23","5","6.9%","10.5%",".137",".271",".260",".308",".396",".305",".334","104","2.4","3.4","0.1","1.2","23667"
"Jack Suwinski","PIT","72","250","14","33","25","2","9.6%","30.4%",".230",".227",".198",".288",".428",".312",".294","100","-0.2","-0.1","2.8","1.2","22244"
"Keibert Ruiz","WSN","82","330","4","24","24","5","6.7%","10.9%",".099",".270",".248",".307",".348",".291",".317","84","0.0","-6.2","6.1","1.2","19610"
"Josh Harrison","CHW","76","266","5","35","20","1","5.6%","16.2%",".138",".276",".243",".311",".381",".306",".285","99","-1.1","-1.3","4.1","1.2","8202"
"Seth Brown","OAK","96","340","15","34","44","7","6.2%","25.0%",".215",".267",".231",".282",".446",".313",".338","108","2.8","5.7","-5.5","1.1","18171"
"Jonathan Schoop","DET","101","397","7","36","28","5","3.8%","21.2%",".104",".247",".207",".244",".311",".244",".275","55","1.1","-19.3","17.6","1.1","11265"
"Kolten Wong","MIL","81","317","8","47","27","11","9.1%","16.7%",".174",".288",".257",".339",".431",".335",".307","114","2.3","7.5","-7.6","1.1","12532"
"Brandon Lowe","TBR","45","188","7","26","16","1","8.5%","23.4%",".201",".286",".243",".314",".444",".329",".333","120","2.0","6.3","-1.5","1.1","18882"
"Chas McCormick","HOU","75","260","10","27","26","1","11.5%","24.2%",".180",".269",".228",".319",".408",".320",".331","111","-0.7","2.7","-0.5","1.1","19599"
"Cody Bellinger","LAD","96","382","13","51","41","11","7.1%","28.0%",".177",".253",".206",".264",".383",".282",".280","82","4.0","-4.0","1.2","1.1","15998"
"Trevor Larnach","MIN","51","180","5","22","18","0","10.0%","31.7%",".175",".320",".231",".306",".406",".309",".322","100","0.6","0.6","3.9","1.1","21501"
"Ozzie Albies","ATL","62","263","8","34","33","3","5.7%","17.5%",".161",".266",".244",".289",".405",".301",".299","90","1.3","-1.9","3.1","1.1","16556"
"J.D. Martinez","BOS","89","389","9","52","40","0","8.2%","23.7%",".170",".359",".284",".350",".454",".348",".363","124","-3.1","7.5","-9.6","1.1","6184"
"Seby Zavala","CHW","32","115","2","13","16","0","5.2%","29.6%",".133",".400",".286",".327",".419",".325",".268","113","-0.8","0.9","5.5","1.1","18887"
"Christian Vazquez","- - -","86","323","8","33","42","1","5.6%","16.1%",".147",".310",".278",".322",".425",".325",".307","108","-7.6","-4.9","4.7","1.0","9774"
"Brandon Marsh","LAA","93","323","8","34","37","8","6.8%","36.2%",".127",".341",".226",".284",".353",".280",".278","80","2.5","-4.9","4.6","1.0","20202"
"Nicky Lopez","KCR","99","343","0","36","13","8","6.1%","13.7%",".048",".291",".248",".303",".296",".270",".278","71","4.2","-6.9","6.0","1.0","19339"
"Jorge Alfaro","SDP","64","231","7","24","36","1","4.3%","34.6%",".157",".391",".272",".303",".429",".316",".306","106","0.2","1.8","0.2","1.0","12180"
"Ryan McKenna","BAL","71","115","2","19","7","2","6.1%","35.7%",".115",".387",".250",".307",".365",".294",".249","88","2.4","0.9","5.5","1.0","19928"
"Adam Frazier","SEA","104","420","3","44","27","7","8.1%","11.9%",".066",".279",".250",".311",".316",".281",".303","86","0.5","-6.3","3.0","1.0","15223"
"Josh Donaldson","NYY","85","346","10","35","38","2","9.5%","26.9%",".164",".277",".220",".301",".384",".301",".312","96","-4.0","-5.5","4.5","1.0","5038"
"Oscar Gonzalez","CLE","34","138","3","13","16","0","3.6%","21.7%",".168",".354",".290",".319",".458",".335",".295","119","0.9","3.8","1.6","1.0","20970"
"Eduardo Escobar","NYM","94","389","12","40","42","0","6.7%","25.2%",".174",".262",".218",".270",".392",".286",".293","89","3.1","-2.0","-1.6","1.0","6153"
"Kevin Kiermaier","TBR","63","221","7","28","22","6","6.3%","27.6%",".141",".290",".228",".281",".369",".286",".305","90","3.2","0.7","1.9","1.0","11038"
"Max Stassi","LAA","68","253","6","24","21","0","11.5%","29.2%",".131",".287",".212",".304",".342",".290",".292","87","-2.0","-5.7","7.2","1.0","10059"
"Jose Miranda","MIN","67","240","10","26","42","1","4.6%","19.2%",".191",".308",".276",".321",".467",".342",".301","124","-1.4","5.0","-3.1","1.0","20538"
"Javier Baez","DET","91","373","10","38","40","4","4.8%","23.9%",".158",".266",".221",".265",".379",".280",".283","80","0.8","-7.5","5.1","1.0","12979"
"Ryan Jeffers","MIN","60","214","7","23","25","0","9.8%","27.1%",".161",".268",".214",".291",".375",".295",".326","91","-0.9","-3.1","5.8","1.0","24618"
"Cavan Biggio","TOR","56","183","2","25","14","2","14.2%","27.9%",".137",".310",".216",".341",".353",".314",".309","101","1.0","1.2","2.2","1.0","19252"
