Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Randy Arozarena","TBR",151,654,23,95,83,22,0.122324159,0.23853211,0.170598911,0.310344827,0.254083484,0.363914373,0.424682395,0.34658646209316635,0.352,125.84243526614466,2.4017409086227417,22.652462177940127,-11.062540054321289,3.370773960290271,"Randy Arozarena",19290,668227
"Brandon Marsh","PHI",133,472,12,58,60,10,0.125,0.305084745,0.18069307,0.396825396,0.277227722,0.371549893,0.457920792,0.3582607864825202,0.324,124.7551355996411,3.1555915316566825,17.63247578213402,-0.3486090302467346,3.3260196890782345,"Brandon Marsh",20202,669016
"Jeimer Candelario","- - -",140,576,22,77,70,8,0.092013888,0.220486111,0.21980198,0.291666666,0.251485148,0.335652173,0.471287128,0.34587178080754827,0.319,116.97629811723284,1.1930832043290138,13.30835803532409,0.13427019119262695,3.2961134141686927,"Jeimer Candelario",13621,600869
"Gleyber Torres","NYY",158,672,25,90,68,13,0.09970238,0.145833333,0.179530202,0.288100208,0.273489932,0.34672619,0.453020134,0.34551459382332506,0.361,122.58486027169958,-4.102129214443266,14.082983270614633,-3.92155385017395,3.2893012465356715,"Gleyber Torres",16997,650402
"Ke'Bryan Hayes","PIT",124,525,15,65,63,10,0.053333333,0.198095238,0.182186235,0.317460317,0.273279352,0.31047619,0.455465587,0.3258764277432711,0.322,102.1799615525395,-1.471253624651581,-0.05325460256282177,15.108509540557861,3.2837510751764554,"Ke'Bryan Hayes",18577,663647
"Bryce Harper","PHI",126,546,21,84,72,11,0.146520146,0.217948717,0.205689278,0.352024922,0.29321663,0.401098901,0.498905908,0.3842236397434788,0.397,142.15891988360227,-2.697328060865402,25.822697616436184,-11.501727759838104,3.2818353957148902,"Bryce Harper",11579,547180
"Lars Nootbaar","STL",117,503,14,74,46,11,0.143141153,0.196819085,0.157276995,0.306962025,0.26056338,0.366533864,0.417840375,0.3441995437145233,0.357,118.19383759589148,2.56998161226511,13.908598790341859,1.6389501094818115,3.258141804494656,"Lars Nootbaar",21454,663457
"Marcell Ozuna","ATL",144,592,40,84,100,0,0.096283783,0.226351351,0.284905661,0.293296089,0.273584905,0.346283783,0.558490566,0.3809511647409997,0.4,139.08148658925475,-0.7309758840128779,27.934593703768815,-15.587465167045593,3.241203347397806,"Marcell Ozuna",10324,542303
"Matt McLain","CIN",89,403,16,65,50,14,0.076923076,0.285359801,0.216438357,0.384615384,0.290410958,0.357320099,0.506849315,0.37023311749877175,0.332,128.19863287870982,0.8124011657200754,14.892344060009439,3.8283101320266724,3.235007952001336,"Matt McLain",29695,680574
"Seiya Suzuki","CHC",138,583,20,75,74,6,0.101200686,0.222984562,0.2,0.341397849,0.285436893,0.3567753,0.485436893,0.35845699988562485,0.358,126.37901125006388,-3.5934177730232477,15.460963964161731,-3.264810085296631,3.195591253839061,"Seiya Suzuki",30116,673548
"Eugenio Suárez","SEA",162,694,22,68,96,2,0.100864553,0.308357348,0.158862876,0.313672922,0.232441471,0.32276657,0.391304347,0.3132978592722835,0.328,102.4728631874617,-3.053140087518841,-0.99682874729847,9.30961012840271,3.179481730222572,"Eugenio Suarez",12552,553993
"Rafael Devers","BOS",153,656,33,90,100,5,0.094512195,0.19207317,0.229310345,0.29245283,0.270689655,0.350609756,0.5,0.3591742014552787,0.38,123.80569872069218,-3.599263031501323,15.112473035789339,-5.895910024642944,3.1408936506980334,"Rafael Devers",17350,646240
"Mike Trout","LAA",82,362,18,54,44,2,0.124309392,0.287292817,0.227272728,0.335106382,0.262987012,0.367403314,0.49025974,0.3678454738524225,0.388,134.08179242981637,1.8460027566179633,16.628925536870923,0.9358506705611944,2.9775341664928003,"Mike Trout",10155,545361
"Max Muncy","LAD",135,579,36,95,105,1,0.146804835,0.264248704,0.263485477,0.220735785,0.211618257,0.333333333,0.475103734,0.34425732177236806,0.366,118.27453592885256,1.317122254986316,14.426821082703082,-5.147207021713257,2.8911934976251836,"Max Muncy",13301,571970
"Patrick Bailey","SFG",97,353,7,29,48,1,0.059490084,0.283286118,0.125766871,0.313636363,0.233128834,0.284900284,0.358895705,0.2817817425456142,0.311,77.7671131057117,-0.46934489626437426,-10.193197291880693,26.80633020401001,2.8550944716227122,"Patrick Bailey",27478,672275
"Zack Gelof","OAK",69,300,14,40,32,14,0.086666666,0.273333333,0.237037037,0.331428571,0.266666666,0.336666666,0.503703703,0.3569627358363225,0.333,133.09738312671203,2.7556917439214885,14.652876957655455,3.3948198556900024,2.8156924018859595,"Zack Gelof",29766,680869
"Brandon Lowe","TBR",109,436,21,58,68,7,0.114678899,0.272935779,0.212201592,0.275,0.23076923,0.327981651,0.442970822,0.3339240592007243,0.341,117.06543960205758,1.5844519240781665,10.499696873209853,2.854819893836975,2.808356660213219,"Brandon Lowe",18882,664040
"Steven Kwan","CLE",158,718,5,93,54,21,0.097493036,0.104456824,0.101880878,0.294326241,0.268025078,0.340306834,0.369905956,0.313053571594345,0.318,100.12943460986286,1.2410811623558402,1.3524347397539849,2.3295798301696777,2.7990233231374,"Steven Kwan",24610,680757
"Edouard Julien","MIN",109,408,16,60,37,3,0.156862745,0.31372549,0.195266272,0.370558375,0.263313609,0.38083538,0.458579881,0.36596695298937676,0.348,135.99200640619878,0.26135033648461103,17.856603958595965,-3.747209906578064,2.788791091918124,"Edouard Julien",27534,666397
"Jeremy Peña","HOU",150,634,10,81,52,13,0.067823343,0.203470031,0.117850953,0.323462414,0.263431542,0.323809523,0.381282495,0.30960935647991766,0.302,96.48768294320227,-0.014564170502126217,-2.682726703056437,8.93805980682373,2.7711066396506507,"Jeremy Pena",21636,665161
"Pete Alonso","NYM",154,658,46,92,118,4,0.098784194,0.229483282,0.286971831,0.205333333,0.216549295,0.317629179,0.503521126,0.34571756166548817,0.372,121.40675193720668,-1.8530799327418208,15.59889031326722,-10.40101957321167,2.7524225218055585,"Pete Alonso",19251,624413
"Jack Suwinski","PIT",144,534,26,63,74,13,0.140449438,0.322097378,0.230425056,0.290196078,0.223713646,0.33895131,0.454138702,0.3412247097357771,0.349,112.4684374084909,4.955591349862516,13.204966997606999,-3.818043053150177,2.7491037513374557,"Jack Suwinski",22244,669261
"Ryan Jeffers","MIN",96,335,14,46,43,3,0.098507462,0.27761194,0.213286713,0.359116022,0.276223776,0.36858006,0.489510489,0.36892014344533286,0.334,138.03902228835975,-1.6366544784978032,13.632094790566757,2.231919765472412,2.716496916321946,"Ryan Jeffers",24618,680777
"Jose Siri","TBR",101,364,25,58,56,12,0.054945054,0.357142857,0.272189349,0.268817204,0.221893491,0.26721763,0.49408284,0.31864522656133354,0.301,106.47485510025744,4.195138584356755,7.019112937418347,7.779430270195007,2.7084792909576887,"Jose Siri",17452,642350
"Geraldo Perdomo","ARI",144,495,6,71,47,16,0.129292929,0.173737373,0.113022113,0.294670846,0.245700245,0.353430353,0.358722358,0.3190698973834515,0.273,98.78600481731723,4.642138706985861,3.897595413349004,6.23809015750885,2.691346960774634,"Geraldo Perdomo",22799,672695
"Lane Thomas","WSN",157,682,28,101,86,20,0.052785923,0.258064516,0.200636943,0.324825986,0.267515923,0.315249266,0.468152866,0.33397890867725494,0.319,108.62021564612951,5.65079035423696,12.9347964216244,-9.342829704284668,2.673781248222164,"Lane Thomas",16939,657041
"Anthony Santander","BAL",153,656,28,81,95,5,0.083841463,0.231707317,0.214890017,0.29879518,0.257191201,0.324695121,0.472081218,0.3404317038659831,0.318,119.29949104708838,0.8853692943230271,16.05513964818632,-11.561610102653503,2.6699466320533976,"Anthony Santander",14551,623993
"Francisco Alvarez","NYM",123,423,25,51,63,2,0.08037825,0.260047281,0.227748691,0.221774193,0.209424083,0.283687943,0.437172774,0.3096790768857825,0.304,97.24892888430011,-3.8385894461534917,-5.280405903243272,17.59982967376709,2.664629800981165,"Francisco Alvarez",26121,682626
"Nolan Arenado","STL",144,612,26,71,93,3,0.066993464,0.165032679,0.192857143,0.278911564,0.266071428,0.315359477,0.458928571,0.3272741143353885,0.321,106.84814616255301,-3.2972879139706492,1.8954001818694914,3.650034010410309,2.630893806529935,"Nolan Arenado",9777,571448
"Luke Raley","TBR",118,406,19,56,49,14,0.068965517,0.315270935,0.240896359,0.330188679,0.249299719,0.333333333,0.490196078,0.3525364634431439,0.329,129.96670271314215,3.8412415413185954,18.419119283660926,-5.856673911213875,2.6277664290442666,"Luke Raley",19354,670042
"Max Kepler","MIN",130,491,24,72,66,1,0.091649694,0.215885947,0.223744292,0.288461538,0.260273972,0.33197556,0.484018264,0.3484062988257942,0.363,123.81976810660281,-3.70689664920792,10.306658660920954,-0.8213200569152832,2.6088359819163705,"Max Kepler",12144,596146
"Jake Burger","- - -",141,540,34,71,80,1,0.059259259,0.275925925,0.268292682,0.284345047,0.25,0.309259259,0.518292682,0.3490142627998635,0.361,120.45653928750333,1.277735698968172,14.789563377338082,-7.338574975728989,2.573753012466222,"Jake Burger",22275,669394
"Brandon Drury","LAA",125,523,26,61,83,0,0.047801147,0.26003824,0.235051546,0.307926829,0.26185567,0.305927342,0.496907216,0.33909237567143047,0.319,114.1514663923886,-3.7212867536582053,5.146851270572851,2.4479000568389893,2.5287047701180305,"Brandon Drury",11615,592273
"Nolan Gorman","STL",119,464,27,59,76,7,0.114224137,0.318965517,0.241379311,0.296137339,0.236453201,0.327586206,0.477832512,0.34452010346797834,0.358,118.40871971008653,2.6325501673854887,13.215563898246542,-3.67848002910614,2.5264034159454942,"Nolan Gorman",22263,669357
"Jeff McNeil","NYM",156,648,10,75,55,10,0.060185185,0.100308641,0.107692307,0.288499025,0.27008547,0.333333333,0.377777777,0.31417654937551925,0.29,100.26373778252436,1.7458824589848518,1.9576284273108793,1.3072400093078613,2.525724082485813,"Jeff McNeil",15362,643446
"Josh Jung","TEX",122,515,23,75,70,1,0.058252427,0.293203883,0.20083682,0.339869281,0.265690376,0.314563106,0.466527196,0.3341818509749996,0.336,110.2503021357967,-3.035717070568353,3.2894675528206125,4.451200008392334,2.5161583427509906,"Josh Jung",26299,673962
"Willi Castro","MIN",124,409,9,60,34,33,0.083129584,0.242053789,0.153631285,0.328063241,0.25698324,0.339066339,0.410614525,0.3273395772637992,0.306,109.21728504104455,6.3816258939914405,10.89868357943188,0.38633298873901367,2.510551447066708,"Willi Castro",17338,650489
"Josh Naylor","CLE",121,495,17,52,97,10,0.066666666,0.137373737,0.18141593,0.326203208,0.307522123,0.353535353,0.488938053,0.35353628966052836,0.345,128.1901940056514,-3.574186365120113,13.145671235715987,-4.98921012878418,2.489877923779164,"Josh Naylor",18839,647304
"Wilmer Flores","SFG",126,454,23,51,60,0,0.09030837,0.138766519,0.224691358,0.285714285,0.283950617,0.35462555,0.508641975,0.36799629463528427,0.336,135.55966200723233,-2.4847927703522146,17.517568687260045,-8.386326134204865,2.4519825158851907,"Wilmer Flores",5827,527038
"Willson Contreras","STL",125,495,20,55,67,6,0.103030303,0.224242424,0.203271028,0.311036789,0.264018691,0.358299595,0.467289719,0.35798015563111557,0.375,127.43145083842388,-4.366512433625758,12.457197452391945,-4.910670280456543,2.4331746573918887,"Willson Contreras",11609,575929
"Bo Naylor","CLE",67,230,11,33,32,5,0.130434782,0.230434782,0.232323232,0.266666666,0.237373737,0.339130434,0.469696969,0.3468136417813697,0.31,123.53036349893303,2.7922260141931474,9.276864701281344,7.185279965400696,2.420501224109248,"Bo Naylor",21865,666310
"Royce Lewis","MIN",58,239,15,36,52,6,0.083682008,0.230125523,0.239631336,0.353741496,0.30875576,0.372384937,0.548387096,0.39268960987673646,0.349,154.51492386708918,0.062408065889030695,15.673835746706164,0.4769509732723236,2.4199380090292144,"Royce Lewis",20437,668904
